Phrase,Sentiment
Overly long and worshipful bio-doc .,0
A visual spectacle full of stunning images and effects .,1
"It 's easy to be cynical about documentaries in which underdogs beat the odds and the human spirit triumphs , but Westbrook 's foundation and Dalrymple 's film earn their uplift .",0
I ca n't remember the last time I saw a movie where I wanted so badly for the protagonist to fail .,0
"Falsehoods pile up , undermining the movie 's reality and stifling its creator 's comic voice .",0
The early and middle passages are surprising in how much they engage and even touch us .,1
"Limps along on a squirm-inducing fish-out-of-water formula that goes nowhere and goes there very , very slowly .",0
A really funny fifteen-minute short stretched beyond its limits to fill an almost feature-length film .,0
Writer and director Otar Iosseliani 's pleasant tale about a factory worker who escapes for a holiday in Venice reveals how we all need a playful respite from the grind to refresh our souls .,1
Though Haynes ' style apes films from the period ... its message is not rooted in that decade .,0
But I do .,0
"Director Jay Russell stomps in hobnail boots over Natalie Babbitt 's gentle , endearing 1975 children 's novel .",0
"It is an indelible epic American story about two families , one black and one white , facing change in both their inner and outer lives .",0
It 's as raw and action-packed an experience as a ringside seat at a tough-man contest .,1
"The movie strains to stay on the light , comic side of the issue , despite the difficulty of doing so when dealing with the destruction of property and , potentially , of life itself .",0
Unfortunately the story and the actors are served with a hack script .,0
This is an insultingly inept and artificial examination of grief and its impacts upon the relationships of the survivors .,0
The immersive powers of the giant screen and its hyper-realistic images are put to perfect use in the breathtakingly beautiful outer-space documentary Space Station 3D .,1
Its initial excitement settles into a warmed over pastiche .,0
"Muccino , who directed from his own screenplay , is a canny crowd pleaser , and The Last Kiss ... provides more than enough sentimental catharsis for a satisfying evening at the multiplex .",1
Read My Lips is to be viewed and treasured for its extraordinary intelligence and originality as well as its lyrical variations on the game of love .,1
An hour and a half of joyful solo performance .,1
Better than the tepid Star Trek : Insurrection ; falls short of First Contact because the villain could n't pick the lint off Borg Queen Alice Krige 's cape ; and finishes half a parsec -LRB- a nose -RRB- ahead of Generations .,0
Rice never clearly defines his characters or gives us a reason to care about them .,0
"The film 's darker moments become smoothed over by an overwhelming need to tender inspirational tidings , especially in the last few cloying moments .",0
"Its impressive images of crematorium chimney fires and stacks of dead bodies are undermined by the movie 's presentation , which is way too stagy .",0
"As an actress , Madonna is one helluva singer .",1
Jaglom offers the none-too-original premise that everyone involved with moviemaking is a con artist and a liar .,0
"It wraps up a classic mother\/daughter struggle in recycled paper with a shiny new bow and while the audience can tell it 's not all new , at least it looks pretty .",0
How can such a cold movie claim to express warmth and longing ?,0
Only at the prospect of Beck 's next project .,0
"... a vivid , thoughtful , unapologetically raw coming-of-age tale full of sex , drugs and rock 'n' roll .",1
"A bittersweet contemporary comedy about benevolent deception , which , while it may not rival the filmmaker 's period pieces , is still very much worth seeing .",1
"All three actresses are simply dazzling , particularly Balk , who 's finally been given a part worthy of her considerable talents .",1
"The beautiful , unusual music is this film 's chief draw , but its dreaminess may lull you to sleep .",0
The only surprise is that heavyweights Joel Silver and Robert Zemeckis agreed to produce this ; I assume the director has pictures of them cavorting in ladies ' underwear .,0
"Ver Wiel 's desperate attempt at wit is lost , leaving the character of Critical Jim two-dimensional and pointless .",0
So vivid a portrait of a woman consumed by lust and love and crushed by betrayal that it conjures up the intoxicating fumes and emotional ghosts of a freshly painted Rembrandt .,1
"Cacoyannis ' vision is far less mature , interpreting the play as a call for pity and sympathy for anachronistic phantasms haunting the imagined glory of their own pasts .",0
"Dong never pushes for insights beyond the superficial tensions of the dynamic he 's dissecting , and the film settles too easily along the contours of expectation .",0
Little is done to support the premise other than fling gags at it to see which ones shtick .,0
"Brings to a spectacular completion one of the most complex , generous and subversive artworks of the last decade .",1
"You can see where Big Bad Love is trying to go , but it never quite gets there .",0
A sleek advert for youthful anomie that never quite equals the sum of its pretensions .,0
